nconst,name,known_for_department,popularity,sex
nm0438471,Ekta Kapoor,Production,1.4,male
nm0438506,Shobha Kapoor,Production,0.6,0
nm0182363,Tom Costain,Editing,0.6,female
nm0200601,Peter Dante,Acting,1.25,female
nm0329650,Nicholaus Goossen,Directing,0.6,female
nm0921516,Barry Wernick,Writing,0.98,female
nm0847180,Nobuyuki Takahashi,Editing,0.6,0
nm0950778,Yuka,Acting,1.78,male
nm1686456,Karina,Acting,0.69,male
nm0793404,Kippei Shiina,Acting,2.1590000000000003,female
nm0837501,Tetta Sugimoto,Acting,1.777,female
nm1329999,Masaki Adachi,Writing,0.6,0
nm0793066,Takahide Shibanushi,Camera,1.4,0
nm0113198,Carlinhos Brown,Acting,1.4,0
nm0103797,Alice Braga,Acting,5.257999999999999,male
nm1423812,Maria Menezes,Acting,0.6,0
nm1116906,Kim Yeong-cheol,Acting,1.47,female
nm1058565,Hwang Jung-min,Acting,3.176,female
nm0498478,Lee Yu-jin,Production,0.6,male
nm0442066,Adam Kaufman,Acting,3.1660000000000004,female
nm1317046,Catherine Mangan,Acting,0.6,male
nm0377034,Brad William Henke,Acting,1.96,female
nm1912178,Jamie Nash,Writing,0.98,0
nm1570568,Erica Durance,Acting,2.986,male
nm1682420,Dustin Milligan,Acting,3.486,female
nm1248373,Gina Holden,Acting,2.708,male
nm1144419,Danny McBride,Acting,4.466,female
nm1672246,Jorma Taccone,Acting,2.591,female
nm0376260,Chris Henchy,Production,1.4,female
nm0471898,Sid Krofft,Creator,0.6,female
nm0471897,Marty Krofft,Creator,0.828,female
nm0525076,Ted Ludzik,Acting,1.4,female
nm1907858,James Garavente,Production,0.6,0
nm1419440,Ivana Baquero,Acting,5.519,male
nm0317725,Ariadna Gil,Acting,2.114,male
nm0692466,Richard Portnow,Acting,1.8319999999999999,female
nm1641117,Alex Pettyfer,Acting,8.424,female
nm0160091,Steve Christian,Production,0.6,female
nm0478886,Ana de la Reguera,Acting,1.6219999999999999,male
nm0422948,Héctor Jiménez,Acting,0.98,female
nm1377265,Darius Rose,Acting,0.98,0
nm0458482,David Klawans,Production,0.6,0
nm0229319,Maria Djurkovic,Art,0.6,male
nm0242319,Jim Dunk,Acting,0.6,female
nm0061106,Robert Bathurst,Acting,1.473,female
nm1579372,Kesun Loder,Acting,0.648,female
nm0443286,David Kaye,Acting,0.857,female
nm0192933,Andrew Currie,Directing,0.98,female
nm0372773,Dennis Heaton,Writing,0.6,female
nm0179126,Blake Corbet,Production,0.6,female
nm0913963,Mary Anne Waterhouse,Production,,male
nm0064940,Pernille Bech Christensen,Editing,1.094,female
nm2196217,Neeral Mulchandani,Acting,0.6,0
nm1912683,Karthi,Acting,1.719,female
nm1421465,Priyamani,Acting,3.156,male
nm1422741,Saravanan,Acting,1.4,female
nm3294569,Ponvannan,Acting,1.62,female
nm1417119,Ameer,Directing,0.6,female
nm1421776,Yuvan Shankar Raja,Sound,1.4,female
nm1527153,Raja Mohammad,Editing,0.6,female
nm0405396,Janne Hyytiäinen,Acting,1.4,female
nm0433519,Maria Järvenhelmi,Acting,1.4,male
nm0374685,Maria Heiskanen,Acting,0.84,male
nm0463568,Ilkka Koivula,Acting,1.4,female
nm0270559,Kevin Feige,Production,4.795,female
nm1916979,Lauren Weisberger,Writing,0.98,male
nm0673400,Jesse Peretz,Directing,0.706,female
nm0921418,Jeffrey M. Werner,Editing,0.6,female
nm0673637,Tony Perez,Acting,1.705,female
nm1891158,Scotty Noyd Jr.,Acting,0.6,female
nm0329755,Chris Gorak,Art,0.6,female
nm1782299,Imogen Poots,Acting,8.167,male
nm0666739,Aaron Paul,Acting,4.171,female
nm0154312,Pascal Chaumeil,Directing,0.6,female
nm2113666,Jack Thorne,Writing,1.43,female
nm2405239,Donna Woolfolk Cross,Writing,0.6,0
nm0352703,Heinrich Hadding,Writing,0.6,0
nm4808284,Mark C. Manuel,Production,0.98,0
nm3703488,Sergey Bespalov,Production,0.768,0
nm2721926,Aaron Kaufman,Production,0.828,0
nm1655017,Stephen L'Heureux,Production,0.6,0
nm0651159,John Ortiz,Acting,5.662000000000001,female
nm0673563,Manny Pérez,Acting,1.166,female
nm0201479,David Darmstaeder,Acting,0.6,0
nm0069160,Todd Bello,Writing,0.6,0
nm0004303,Gavin Hood,Acting,1.5930000000000002,female
nm0657561,John Palermo,Production,0.6,0
nm2759893,Ekateryna Rak,Acting,0.6,0
nm0535323,Klaus Maeck,Production,0.6,female
nm0857875,Andreas Thiel,Acting,0.6,female
nm1333687,Dhanush,Acting,2.563,female
nm0998044,Sneha,Acting,1.7080000000000002,male
nm1419300,Sonia Agarwal,Acting,0.981,male
nm1386816,N. Azhagamperumal,Acting,2.36,female
nm1421754,K. Selvaraghavan,Directing,0.6,female
nm1618886,Swanand Kirkire,Writing,0.6,0
nm2007323,Mei Fang,Acting,0.6,male
nm2007627,Hua-fu Chang,Production,0.6,0
nm0399055,Huang Wen-Ying,Art,0.6,male
nm4726770,Yury Krestinsky,Production,0.6,female
nm1596785,Vladimir Yepifantsev,Acting,1.642,female
nm0947236,Mikhail Efremov,Acting,3.0389999999999997,female
nm0284451,Andrey Fomin,Acting,1.258,female
nm0320192,Viktor Ginzburg,Directing,0.6,female
nm2008440,Djina Ginzburg,Writing,0.6,0
nm1922888,Viktor Pelevin,Writing,0.6,0
nm0858204,Béatrice Thiriet,Sound,0.6,0
nm0359652,Marina Hands,Acting,1.96,male
nm0183430,Jean-Louis Coulloc'h,Acting,1.185,female
nm0018902,Hélène Alexandridis,Acting,0.6,0
nm0273863,Pascale Ferran,Writing,1.38,male
nm0873211,Pierre Trividic,Writing,1.416,0
nm0005602,Pierre Gill,Camera,1.4,female
nm0495920,Julie Le Breton,Acting,1.7080000000000002,male
nm0185980,Philip Craig,Acting,0.605,female
nm0082748,Charles Binamé,Directing,1.686,female
nm0193782,Michel Cusson,Sound,0.6,female
nm0081801,Sean Biggerstaff,Acting,2.792,female
nm0752740,Michelle Ryan,Acting,2.6460000000000004,male
nm2931729,Erica Ellis,Acting,0.6,0
nm1193346,Sean Ellis,Directing,0.828,female
nm1184392,Lene Bausager,Production,0.6,0
nm0399772,Angus Hudson,Camera,0.6,0
nm1350209,Carlos Domeque,Editing,0.6,0
nm1052973,Ramsey Nickell,Camera,0.98,female
nm0149950,Sarah Chalke,Acting,4.228,male
nm0922757,Erica Westheimer,Production,0.608,male
nm0852298,Doug Taylor,Writing,0.7340000000000001,0
nm2451367,Jason Rappaport,Writing,0.6,0
nm1356655,Dan Stroncak,Writing,0.6,0
nm0914433,Colin Watkinson,Camera,1.214,0
nm1942458,Catinca Untaru,Acting,0.6,male
nm2440242,Kim Uylenbroek,Acting,0.6,0
nm0815864,Nico Soultanakis,Production,0.828,0
nm0678199,Valeri Petrov,Writing,0.6,0
nm0005519,Wilmer Valderrama,Acting,4.305,female
nm1906802,Eric Schlosser,Writing,0.6,female
nm0004583,Gary Frutkoff,Art,0.609,female
nm0003152,Sean McGinly,Writing,0.652,female
nm0624201,Blake Neely,Sound,0.608,female
nm1044245,Amy Israel,Production,0.6,male
nm0344734,Karolina Gruszka,Acting,1.96,male
nm0538048,Krzysztof Majchrzak,Acting,1.538,0
nm0951471,Grace Zabriskie,Acting,2.5789999999999997,male
nm0376265,Jan Hencz,Acting,0.6,0
nm4360085,Callum Turner,Acting,3.612,female
nm1989536,Marc Webb,Directing,1.5130000000000001,female
nm1387379,Rob Simonsen,Sound,0.6,0
nm0440860,Mark Kassen,Acting,1.01,0
nm1503426,Addie Land,Acting,0.6,0
nm1417016,Tim Skousen,Directing,0.6,female
nm1097307,Randy Holleschau,Production,0.6,female
nm0440859,Adam Kassen,Production,1.4,female
nm2073546,Pádraic Delaney,Acting,0.98,female
nm1695893,Orla Fitzgerald,Acting,0.6,0
nm1461038,Ralf Schmitz,Acting,1.4,female
nm1460542,Joja Wendt,Sound,0.6,female
nm0773233,Uta Schmidt,Editing,0.6,male
nm0381342,Hannah Herzsprung,Acting,1.876,male
nm0088179,Monica Bleibtreu,Acting,2.088,male
nm0323203,Vadim Glowna,Acting,1.411,female
nm0685014,Sven Pippig,Acting,1.052,female
nm0470098,Chris Kraus,Directing,0.6,female
nm0466123,Alexandra Kordes,Production,0.6,male
nm0466124,Meike Kordes,Production,0.6,male
nm0283749,Annette Focks,Sound,1.4,male
nm0442324,Judith Kaufmann,Camera,1.094,male
nm0853573,Natassia Malthe,Acting,1.885,male
nm2090107,Todd Harthan,Writing,0.8390000000000001,female
nm0073268,Dennis Berardi,Visual Effects,0.6,female
nm2240346,Kodi Smit-McPhee,Acting,2.345,female
nm1937421,Nick Drake,Acting,1.4,0
nm1981411,Raimond Gaita,Writing,0.6,0
nm0175352,Robert Connolly,Directing,1.4,female
nm1166099,Gregory Mackenzie,Directing,0.6,female
nm0701143,Nick Pustay,Writing,0.6,female
nm0011950,Robert Adetuyi,Writing,0.6940000000000001,female
nm0304579,Richard Gant,Acting,1.4,female
nm0233079,Ryan Donowho,Acting,1.4,female
nm1938852,Chris Poche,Acting,0.6,0
nm1249684,Jeff Rendell,Writing,0.6,0
nm1057928,Zoë Bell,Acting,2.296,male
nm1089991,Tom Hiddleston,Acting,9.988999999999999,female
nm1812656,Luke Evans,Acting,6.771,female
nm1296554,Ben Wheatley,Directing,1.54,female
nm4207229,Amy Jump,Writing,1.66,0
nm0048379,David Aaron Baker,Acting,1.4,female
nm0141715,John Carter,Acting,1.52,female
nm0923980,William Wheeler,Writing,2.112,female
nm0410247,Clifford Irving,Writing,0.6970000000000001,female
nm0609341,Robert Mothersbaugh,Acting,0.6,0
nm0972851,Luke Benward,Acting,1.9409999999999998,female
nm0382791,Adam Hicks,Acting,1.9780000000000002,female
nm1659172,Austin Rogers,Acting,0.98,female
nm0660244,Michael Papajohn,Acting,1.4,female
nm1401857,Trent Cooper,Directing,0.6,female
nm0542066,Valerio Massimo Manfredi,Writing,0.625,female
nm1658935,Jack Huston,Acting,1.6769999999999998,female
nm0564586,Howard McCain,Directing,1.008,female
nm0085736,Dirk Blackman,Writing,1.4,0
nm1125005,John Schimmel,Production,0.6,female
nm0550371,Eddie Marsan,Acting,2.572,female
nm0792120,Adrian Shergold,Directing,1.052,female
nm0589924,Bob Mills,Acting,0.6,0
nm0681040,Martin Phipps,Sound,0.6,0
nm1966818,Jason Yachanin,Acting,0.6,female
nm1985800,Kate Graham,Acting,0.6,male
nm1968388,Allyson Sereboff,Acting,0.6,male
nm2066036,Robin L. Watkins,Acting,0.98,0
nm0100551,Daniel Bova,Writing,0.6,female
nm1982645,Kiel Walker,Production,0.6,0
nm0550452,Matthew Marsden,Acting,1.885,female
nm0854772,Kevin King Templeton,Production,0.6,0
nm1580954,Elton Brand,Production,0.6,female
nm0460485,Harry Knapp,Production,0.6,female
nm1936207,Steve Marlton,Production,0.6,female
nm0583127,George Meyer,Writing,0.6,female
nm0004813,Nancy Cartwright,Acting,6.212999999999999,male
nm0004981,Matt Groening,Writing,4.073,female
nm0561631,Ian Maxtone-Graham,Writing,0.6,female
nm1385280,Guillermo Guareschi,Sound,0.6,0
nm0673391,Diego Peretti,Acting,1.4,female
nm0527045,Luis Luque,Acting,0.98,female
nm0274467,Oscar Ferreiro,Acting,0.6,0
nm1496225,Gabriela Iscovich,Acting,0.6,0
nm1167933,Damián Szifron,Directing,0.6,female
nm1962406,Hugo Sigman,Production,0.6,0
nm1690482,Damaine Radcliff,Acting,0.972,female
nm2026113,De'Shawn Washington,Acting,0.6,0
nm0281945,Anne Fletcher,Acting,2.957,male
nm0742279,Melissa Rosenberg,Writing,4.426,male
nm1942829,Michael LeSieur,Writing,0.6,female
nm0605224,Bárbara Mori,Acting,1.4,male
nm0136572,Manolo Cardona,Acting,5.428999999999999,female
nm0260942,Gaby Espino,Acting,1.202,male
nm1662693,Ricardo de Montreuil,Directing,0.98,female
nm2156109,María Eugenia Argomedo,Writing,0.6,male
nm0063121,Jaime Bayly,Writing,0.6,0
nm0956101,Gunter Ziegler,Acting,0.98,female
nm1061672,Brandon Dean,Acting,0.6,0
nm2010398,Axel Montgomery,Acting,1.4,female
nm0484597,Phil Lander,Acting,0.6,female
nm1972015,Nola Roeper,Acting,0.98,male
nm2037511,Christian Behm,Acting,0.6,female
nm0716924,Allon Reich,Production,0.6,0
nm0423626,Rowan Joffe,Writing,2.188,female
nm0647449,Jesús Olmo,Writing,1.1320000000000001,female
nm0117022,Zachery Ty Bryan,Acting,1.7530000000000001,female
nm1952250,Erin Gruwell,Writing,0.6,0
nm0537427,Christine A. Maier,Camera,1.38,0
nm1955385,Luna Mijović,Acting,1.96,male
nm0524494,Leon Lučev,Acting,1.013,female
nm2189036,Kenan Ćatić,Acting,0.6,0
nm1120092,Jasmila Žbanić,Directing,0.6,male
nm1891430,Damir Ibrahimovich,Production,0.84,0
nm0905820,Bruno Wagner,Production,0.6940000000000001,0
nm1637092,Enes Zlatar,Acting,0.6,0
nm1726876,Travis Wright,Writing,0.6,female
nm1628077,Brooklynn Proulx,Acting,1.4,male
nm1726457,John Glenn,Writing,0.98,female
nm0509414,Todd Lieberman,Production,0.84,female
nm0209428,Frances de la Tour,Acting,1.96,male
nm0581378,Clive Merrison,Acting,1.4,female
nm1556238,Samuel Anderson,Acting,0.634,female
nm1028291,Roddy Bottum,Acting,0.98,female
nm1027685,Zackary Adler,Directing,0.98,0
nm1951180,Reed Fish,Writing,0.98,0
nm1302939,Fernando Velázquez,Sound,0.98,0
nm0147308,Fernando Cayo,Acting,2.303,female
nm2265834,Roger Príncep,Acting,1.22,0
nm1291105,J. A. Bayona,Directing,3.7239999999999998,female
nm1037221,Sergio G. Sánchez,Writing,1.4,female
nm0864844,Marc Toberoff,Production,0.6,0
nm1539257,Pete Goldfinger,Writing,1.4,female
nm1739317,Kookie V. Gulati,Directing,0.84,female
nm0570570,Tim McInnerny,Acting,2.215,female
nm1231249,James Moran,Writing,0.6,female
nm1456252,Ed Wild,Camera,0.98,0
nm0402876,Jim Hunter,Crew,0.6,0
nm1759031,James M. Hausler,Writing,0.6,0
nm1826376,Timothy P. Haskins,Production,0.6,0
nm0877914,Todd Turner,Production,0.6,0
nm0901050,Michelle Vogler,Production,0.6,0
nm0542303,Christopher Mangum,Sound,0.6,0
nm1149829,Khalid Maadour,Acting,1.38,0
nm0357646,Youssef Hamid,Acting,0.6,0
nm0371890,Michel Hazanavicius,Directing,1.286,female
nm0355213,Jean-François Halin,Writing,1.932,0
nm0115504,Jean Bruce,Writing,0.6,0
nm0001704,Vincent Schiavelli,Acting,2.153,female
nm0703002,Aurora Quattrocchi,Acting,1.96,0
nm1905834,Alexandre Mallet-Guy,Production,0.6,0
nm2375571,Antonio Castrigano,Sound,0.6,0
nm1761784,Nicolas Sarkissian,Editing,0.6,0
nm0093740,Olivia Bonamy,Acting,2.199,male
nm0169621,Michaël Cohen,Acting,1.1640000000000001,0
nm0595055,Adriana Mocca,Acting,0.6,male
nm1929223,Maria Roman,Acting,0.6,male
nm0082998,René-Marc Bini,Sound,0.6,0
nm0181929,Axel Cosnefroy,Camera,0.6,0
nm1504678,José Pablo Cantillo,Acting,2.819,female
nm1956898,Eric Amadio,Writing,0.732,female
nm1950898,Emilio Diez Barroso,Production,0.6,0
nm0968789,Darlene Caamano Loquet,Production,0.6,male
nm0382674,Todd Hickey,Writing,1.4,0
nm1435739,Tom Hemmings,Editing,0.6,female
nm0255204,Jennifer Ellison,Acting,1.4,male
nm0640838,Steven O'Donnell,Acting,1.22,female
nm1440314,Paul Andrew Williams,,0.6,female
nm1969339,Ken Marshall,Production,0.6,0
nm2131733,Christopher Ross,Camera,0.6,female
nm1693309,Christian Byers,Acting,1.4,female
nm1440692,Michael Noonan,Writing,0.6,0
nm0742270,Marc Rosenberg,Writing,0.6940000000000001,female
nm0065566,Richard Becker,Production,0.6,0
nm1385871,Olga Kurylenko,Acting,9.49,male
nm1164755,Xavier Gens,Directing,0.727,female
nm1457858,Adrian Askarieh,Production,0.6,0
nm0397492,Max Howard,Production,0.6,0
nm0458325,Myleene Klass,Acting,0.6,male
nm1902232,Tony Leondis,Directing,1.8090000000000002,female
nm0571344,Chris McKenna,Writing,1.32,female
nm2355206,Dimitri Toscas,Writing,0.652,0
nm1240210,John D. Eraklis,Acting,0.6,female
nm1587166,Andrew Simpson,Acting,1.932,female
nm0313702,Tom Georgeson,Acting,1.49,female
nm0375398,Zoe Heller,Writing,0.649,0
nm1225406,Colin Ford,Acting,5.327999999999999,female
nm0100027,David Bourla,Directing,0.6,female
nm0070238,Rick Benattar,Production,1.4,female
nm0933988,Rainn Wilson,Acting,3.6010000000000004,female
nm0668309,Don Payne,Writing,2.944,female
nm1643154,Stephen Wight,Acting,2.136,female
nm2373665,Gangjian Qiu,Acting,0.6,0
nm0159052,John Chong,Production,0.69,0
nm0293303,Beverly Freeman,Costume & Make-Up,0.6,0
nm1992004,Crusoe Kurddal,Acting,0.6,female
nm1959149,Jamie Gulpilil,Acting,0.652,female
nm1962641,Richard Birrinbirrin,Production,0.6,0
nm2379052,Peter Minygululu ,Acting,0.6,0
nm1992722,Peter Djigirr,Directing,0.6,0
nm0196375,Parvin Dabas,Acting,1.018,female
nm1962313,Dibakar Banerjee,Directing,0.98,0
nm1680500,Mirko Galic,Production,0.6,0
nm1974780,Toni Gojanović,Acting,,0
nm0352967,Emir Hadžihafizbegović,Acting,1.4,female
nm1077497,Verica Nedeska,Acting,,0
nm0342748,Rajko Grlić,Writing,,0
nm1053355,Ante Tomić,Writing,0.6,0
nm1075856,Vladimir Anastasov,Production,0.6,0
nm0232700,Declan Donnelly,Acting,1.558,female
nm0574128,Anthony McPartlin,Acting,0.652,female
nm0132600,Jonny Campbell,Directing,0.69,female
nm1354638,Simon Chaudoir,Camera,0.6,0
nm1015262,Leighton Meester,Acting,3.572,male
nm0194900,Nicholas D'Agosto,Acting,3.801,female
nm0002124,Melora Hardin,Acting,3.383,male
nm0322164,Lola Glaudini,Acting,4.727,male
nm0184792,Brendan Cowles,Writing,0.649,0
nm0474153,Shane Kuhn,Writing,1.4,0
nm1022977,Ronnie Warner,Directing,0.98,female
nm0313497,Kent George,Writing,0.6,0
nm0655510,William Packer,Production,0.958,female
nm0277124,Vince Filippone,Editing,0.6,female
nm0926231,Ed Whitmore,Writing,0.6,female
nm0077365,Gillian Berrie,Production,0.6559999999999999,male
nm1939267,T.I.,Acting,2.37,female
nm1988575,Lauren London,Acting,1.4480000000000002,male
nm1963091,Evan Ross,Acting,3.017,female
nm1309090,Chris Robinson,Directing,0.6,female
nm0042356,Dallas Austin,Writing,0.6,female
nm0501755,Ryszard Lenczewski,Camera,0.6,0
nm1848589,Nico Muhly,Sound,0.608,0
nm0956688,Dan Zimmerman,Editing,0.6,female
nm2089090,Seamus Davey-Fitzpatrick,Acting,1.4,female
nm0782930,Jonathan Sela,Camera,1.284,female
nm1764920,Joe Piscatella,Writing,0.98,female
nm1958979,Craig A. Williams,Writing,0.6,female
nm0081794,W. Watts Biggers,Writing,0.6,0
nm0954253,Nora Zehetner,Acting,2.494,male
nm1378650,Brenna O'Brien,Acting,2.188,male
nm0005318,Carly Pope,Acting,2.174,male
nm0204493,Don S. Davis,Acting,2.023,female
nm1390673,Dagen Merrill,Directing,0.83,female
nm1461945,Kevin Burke,Writing,0.6,female
nm1359290,Troy Craig Poon,Production,0.6,0
nm2830774,Beau Thorne,Writing,0.6,0
nm1053843,Sam Lake,Production,1.38,0
nm0149491,Justin Chadwick,Directing,1.262,female
nm0339925,Philippa Gregory,Writing,0.84,male
nm1959505,Diablo Cody,Writing,1.6980000000000002,male
nm1259504,Mason Novick,Production,1.094,0
nm0638778,Molly Nyman,Sound,,male
nm1981893,Riz Ahmed,Acting,2.208,female
nm2101359,Farhad Harun,Acting,0.84,0
nm2194938,Waqar Siddiqui,Acting,0.6,0
nm2187857,Afran Usman,Acting,0.6,0
nm1315448,Melissa Parmenter,Production,0.98,male
nm1364232,Jamie Patricof,Production,0.6,0
nm1560274,Shareeka Epps,Acting,1.094,male
nm2575873,Jeff Lima,Acting,0.98,0
nm0281396,Ryan Fleck,Directing,1.4,female
nm1349818,Anna Boden,Directing,0.98,male
nm1987578,Lynette Howell Taylor,Production,0.6,male
nm0466181,Rosanne Korenberg,Production,0.6,male
nm0650164,Alex Orlovsky,Production,0.6,0
nm1310960,Park Hae-il,Acting,1.285,female
nm1506112,Ha Won-jun,Writing,0.6,female
nm2277597,Baek Chul-hyun,Writing,0.831,female
nm0158885,Choi Yong-bae,Production,0.6,female
nm1082606,Jay Van Hoy,Production,0.6940000000000001,female
nm1302444,Tanya Smith,Acting,0.6,0
nm1675910,Robin Rosenberg,Acting,0.98,male
nm0716980,Kelly Reichardt,Directing,1.473,male
nm1299680,Jonathan Raymond,,0.6,female
nm1185381,Lars Knudsen,Production,,female
nm1965828,Neil Kopp,Production,0.6,female
nm1507013,Anish Savjani,Production,0.6,0
nm0401781,Tony Humecke,Sound,0.6,female
nm0058831,Jamie Bartlett,Acting,0.6,female
nm0819680,Helena Spring,Production,0.6,male
nm1486670,Lance Gewer,Camera,0.6,female
nm1970113,Presley Chweneyagae,Acting,0.6,female
nm1708171,Mothusi Magano,Acting,0.6,female
nm1987447,Israel Makoe,Acting,0.6,female
nm1965907,Terry Pheto,Acting,1.4,male
nm0297317,Peter Fudakowski,Production,0.6,female
nm0378364,Paul Hepker,Sound,0.6,female
nm0453179,Mark Kilian,Sound,0.6,female
nm0739199,Michiel Romeyn,Acting,0.828,female
nm0009636,Thomas Acda,Acting,1.4,female
nm0088845,Anneke Blok,Acting,1.5319999999999998,male
nm0003400,Joram Lürsen,Directing,0.98,female
nm0331602,Job Gosschalk,Production,0.618,female
nm2410039,Sara Bernardo Aires,Acting,0.6,0
nm0407286,James Iha,Acting,0.84,0
nm1539737,Yuu Kashii,Acting,1.22,male
nm1974204,Shiori Sekine,Acting,0.6,male
nm0633729,Nobuhiro Yamashita,Directing,0.608,female
nm0467569,Kôsuke Mukai,Writing,1.4,0
nm0624375,Hiroyuki Negishi,Production,0.6,0
nm0755406,Yuji Sadai,Production,0.6,0
nm0875261,Tsugumi,Acting,0.9470000000000001,male
nm1973760,Yuriko Yoshitaka,Acting,1.62,male
nm0620664,Shirô Namiki,Acting,1.62,female
nm1970973,Takeshi Suzuki,Production,0.6,0
nm1976411,Sôhei Tanikawa,Camera,0.6,0
nm2181392,Junichi Itou,Editing,0.6,0
nm2764713,Tim Key,Acting,1.7,female
nm1717331,Karl Theobald,Acting,1.064,female
nm0523276,Declan Lowney,Directing,1.38,female
nm1668151,Neil Gibbons,Writing,1.4,female
nm1668152,Rob Gibbons,Writing,0.98,female
nm0406334,Armando Iannucci,Acting,0.8390000000000001,female
nm2000954,Hannah Marks,Acting,2.2159999999999997,male
nm0131807,Guy Camilleri,Acting,0.6,0
nm0015618,Akuyoe Graham,Acting,0.6,male
nm1033517,Ariel Vromen,Directing,0.6,female
nm1980050,Joshua Leibner,Writing,0.6,female
nm0661332,John F.K. Parenteau,Camera,0.6,0
nm0049026,Zene Baker,Editing,0.98,0
nm0465462,Kern Konwiser,Acting,0.6,0
nm1975630,David Ren,Directing,0.6,0
nm0465463,Kip Konwiser,Production,0.6,female
nm0120645,Alexander Buono,Camera,,0
nm0480800,John Lafferty,Editing,0.6,0
nm0314514,Lauren German,Acting,5.317,male
nm0115152,Chris Browning,Acting,2.061,female
nm2078509,Patrick Aiello,Production,,female
nm0102240,Geoff Boyle,Crew,0.6,female
nm0558548,Hans Matheson,Acting,1.615,female
nm0416036,Juraj Jakubisko,Directing,1.579,female
nm0152660,John Paul Chapple,Writing,0.6,0
nm1260545,Lubomir Feldek,Writing,0.6,0
nm0395830,Deana Horváthová,Acting,1.008,male
nm0075696,Andrea Berloff,Writing,0.996,male
nm0742647,Claus Rosenløv Jensen,Camera,0.6,0
nm0259574,Benedikt Erlingsson,Acting,0.6,female
nm0421678,Signe Leick Jensen,Production,0.6,0
nm1425440,Mikkel Maltha,Sound,0.6,female
nm0456241,Levent Kırca,Acting,1.4,female
nm1922760,Costantino Vitagliano,Acting,0.6,0
nm1975666,Daniele Interrante,Acting,0.6970000000000001,0
nm1534308,Jennifer Poli,Acting,0.6,0
nm1975751,Alessandra Pierelli,Acting,0.6,0
nm0320306,Ugo Fabrizio Giordani,Directing,0.6,0
nm0837233,Stefano Sudriè,Writing,1.4,0
nm0194979,Gigi D'Alessio,Acting,0.6,female
nm0378200,Darrin Henson,Acting,1.62,female
nm0867792,Emil Topuzov,Camera,0.6,female
nm0624038,Ben Nedivi,Writing,1.62,female
nm0003274,Philip Schulz-Deyle,Production,0.6,female
nm0006721,Susan May Pratt,Acting,1.736,male
nm0817620,Richard Speight Jr.,Acting,1.889,female
nm0486174,Niklaus Lange,Acting,0.6,female
nm0385029,Ali Hillis,Acting,0.6940000000000001,male
nm0394841,Hans Horn,Directing,1.4,female
nm0157222,Austin Chick,Directing,0.84,0
nm1428946,David Guy Levy,Directing,0.6,female
nm0504832,Tracy Letts,Acting,2.32,female
nm0399589,Gary Huckabay,Production,0.6,0
nm0004717,Peter Asher,Acting,0.6,female
nm1462947,Hugh Costello,Writing,0.6,0
nm0748277,Mauricio Rubinstein,Camera,0.6,0
nm1134771,Rob Hardy,Camera,0.6,female
nm2539953,Alicia Vikander,Acting,7.38,male
nm1727304,Domhnall Gleeson,Acting,10.494000000000002,female
nm4420495,Sonoya Mizuno,Acting,7.468999999999999,male
nm0057856,Geoff Barrow,Sound,0.6,0
nm1367927,Ben Salisbury,Sound,0.6,0
nm0149910,Kathleen Chalfant,Acting,1.7080000000000002,male
nm1983465,Isaac Webb,Writing,0.6,female
nm0777408,Rick Schwartz,Production,0.6,female
nm1830534,Alejandro Martínez,Camera,0.6,0
nm1614951,Ahu Türkpençe,Acting,0.6,0
nm1672535,Tolga Kutlar,Crew,0.6,0
nm0149184,Tolga Çevik,Acting,1.4,0
nm3253637,Yildiray Gürgen,Sound,0.6,0
nm0225483,Kate Dickie,Acting,2.943,male
nm0036349,Andrea Arnold,Directing,1.615,male
nm1163921,Carrie Comerford,Production,0.6,0
nm2768570,Gina Fegan,Production,0.6,0
nm1470993,Scott Mann,Directing,1.7080000000000002,0
nm0949558,Gary Young,Writing,0.6,female
nm1491927,Jonathan Frank,Writing,1.548,0
nm1475013,Nick Rowntree,Acting,0.6,female
nm0068328,Keith Bell,Acting,0.6940000000000001,female
nm0613514,Murali Mohan,Acting,1.686,female
nm1277753,Tadashi Ueda,Sound,0.6,0
nm1972675,Mika Nakashima,Acting,1.932,male
nm1778466,Yuta Hiraoka,Acting,1.96,female
nm0960025,Kentaro Otani,Directing,1.4,female
nm1303246,Ai Yazawa,Writing,0.6,0
nm2307035,Taeko Asano,Writing,1.78,0
nm1132619,Osamu Kubota,Production,0.84,0
nm1576916,Samuli Vauramo,Acting,1.4,female
nm0754396,Joonas Sartamo,Acting,0.6,0
nm0590480,Eero Milonoff,Acting,2.2680000000000002,female
nm1933648,Dome Karukoski,Directing,1.4,female
nm0676032,Pekko Pesonen,Writing,1.094,0
nm1292556,Olli Haikka,Production,0.6,female
nm1292787,Riina Hyytiä,Production,0.6,male
nm0501391,Jim Lemley,Production,0.6,female
nm0009942,Shane Acker,Directing,0.7090000000000001,female
nm1967575,Dana Ginsburg,Production,0.6,0
nm0850162,Gerardo Taracena,Acting,2.22,female
nm0874232,Raoul Max Trujillo,Acting,2.311,female
nm2199664,Dalia Hernández,Acting,1.87,0
nm2199632,Rudy Youngblood,Acting,1.715,female
nm1731154,Farhad Safinia,Writing,0.6,female
nm1790460,Steven Kaplan,Acting,0.6,female
nm0790057,Alia Shawkat,Acting,2.051,male
nm0373033,Brian Hecker,Directing,0.6,0
